,Unnamed: 0,"Para começar, confirme sua autorização selecionando uma das opções abaixo:","Em relação a temas como Usabilidade, Experiência do Usuário (UX), Interação Humano-Computador, Design Centrado no Usuário e outros, você se considera",A UX é muito dinâmica - muda constantemente enquanto há interação com um produto. [Marque uma opção. ],A expectativa de uso de um produto pode resultar em experiências reais.  [Marque uma opção. ],"Aspectos efêmeros e estáveis do estado interno de uma pessoa (por exemplo: necessidades,  motivações)  afetam a experiência da pessoa com algo. [Marque uma opção. ]",A UX é melhor compreendida se analisada dentro da área de marketing. [Marque uma opção. ],UX ocorre e depende do contexto em que o artefato é experimentado.  [Marque uma opção. ],"UX não é sobre o desempenho do usuário (habilidade para entender e utilizar) em relação a um artefato, mas sobre a percepção pessoal dele sobre esse desempenho. [Marque uma opção. ]",Definitivamente existe a necessidade de uma definição padronizada para o termo UX. [Marque uma opção. ],A exposição prévia a um artefato molda uma posterior experiência do usuário  [Marque uma opção. ],As pessoas nunca terão uma experiência (UX) comparável - toda e qualquer interação com um produto resulta em uma experiência única. [Marque uma opção. ],A UX deveria ser avaliada após a interação com o artefato. [Marque uma opção. ],"A UX está baseada em como uma pessoa percebe as características de um artefato, mas não nas características em si. [Marque uma opção. ]",Usabilidade é uma pré-condição necessária para a UX.  [Marque uma opção. ],"Nós não podemos projetar a UX, mas podemos projetar para a UX.  [Marque uma opção. ]","Medir a UX implica em determinar as vantagens, valores e significância de um artefato com relação às necessidades e objetivos de uma pessoa. [Marque uma opção. ]","A UX se refere a estados afetivos, isto é, qualquer combinação de valências emocionais (bom-ruim, prazeroso-desagradável) e estímulos psicológicos (calmo-agitado) [Marque uma opção. ]","A UX pode ser quantificada e, portanto, comparada entre artefatos similares (ou competitivos) [Marque uma opção. ]",A UX deveria ser medida enquanto se interage com um artefato. [Marque uma opção. ],Ao se projetar (para a) UX deve-se ter como alicerce o Design Centrado no Usuário  [Marque uma opção. ],"Apenas um indivíduo pode ter uma experiência. Uma experiência é algo pessoal. Algo que ocorre ""dentro"" da pessoa. [Marque uma opção. ]",UX é igual a apego emocional.  [Marque uma opção. ],UX não é algo novo. Já é contemplada por abordagens existentes (ex.: engenharia de usabilidade). [Marque uma opção. ],A UX deve ser abordada qualitativamente.  [Marque uma opção. ],A UX pode mudar mesmo depois que uma pessoa já parou de interagir com o produto. [Marque uma opção. ],"Dentre essas definições, qual você escolheria",Justificativa,"Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? ","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .1","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .2","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .3","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .4",Qual seu gênero? ,Qual é a sua faixa etária?,Em qual cidade você vive? ,Região ,Você é ,Role,Domain ,Sua formação principal foi na área de ,Educação ,Você já atuou ou atua profissionalmente com UX? ,"Complete a frase: ""Eu estou interessado(a) em entender o conceito de UX...""","Atualmente, quão importante é a UX para a sua vida profissional/acadêmica?"
195,195,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Indiferente,Concordo totalmente,Discordo totalmente,Indiferente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Indiferente,Indiferente,Concordo totalmente,Concordo totalmente,Indiferente,Indiferente,Concordo totalmente,Concordo totalmente,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]","Dependendo do sentimento provocado pela interação com o produto, você o usará para sempre ou o banirá. ",,,,,,Feminino,40 anos ou mais.,Rio de Janeiro,Sudeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,Não.,"""... por motivos acadêmicos""",4.0
196,196,"Confirmo que li, concordo com os termos e aceito participar.",Interessado em pelo menos um dos temas,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Discordo parcialmente,Indiferente,Concordo parcialmente,Concordo parcialmente,Indiferente,Discordo parcialmente,Discordo parcialmente,Indiferente,Indiferente,Discordo parcialmente,Indiferente,Concordo parcialmente,Concordo parcialmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","As tentativas de definição são válidas e importantes para um campo interdisciplinar. Buscar uma definição pode reduzir as multiplas abordagens para o tema. A definição numero 2 (d2) chamou a atenção para aspectos da experiencia como sendo algo do usuario, destaca o ambiente e contexto da interação com as caracteristicas do produto projetado. Me pareceu a mais abrangente e completa. ",,,,,,Masculino,Entre 32 e 39 anos.,Maringa,Sul ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Arte,Arte,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos""",4.0
197,197,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,"D4: Experiência do Usuário é o valor derivado da interação (ou da expectativa da interação) com um produto ou serviço e os aspectos envolvidos no contexto de uso (por exemplo: tempo, local e disposição do usuário). [Sward D. & G., 2007]","Escolhi a D4 porque é a que mais se aproxima da definição de IHC (de Hewett et al., 1992), que acredito já englobar UX desde então. A definição a que refiro diz que: ""HCI is a discipline concerned with the design, evaluation, and implementation of interactive computing systems for human use and with the study of major phenomena surrounding them"". Dessa forma, vejo que UX é um dos fenômenos relacionados ao rico contexto de uso que uma interação entre humanos e computadores pode ocorrer.",,,,,,Masculino,Entre 32 e 39 anos.,São Paulo,Sudeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, como contratado.","Consolidar o conhecimento na área e evitar erros conceituais que muitos cometem, uma vez que hoje em dia o termo UX está sendo utilizado quase que como um sinônimo de webdesign, que escutávamos no início da web no Brasil lá nos anos 2000.",7.0
198,198,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Porque a D2 aborda a interação do usuário com o ambiente em que ele vive. Nos dias atuais, isso faz todo o sentido, pois hoje as pessoas não sõ ""usam"" a tecnologia, como também ""vivem"" elas.",Só aborda usuários finais... e as demais partes interessadas?elas também influenciam e são influenciadas...,"Sim... quando engloba não somente o usuário, mas também o ambiente em que vivem.",Só fala do produto e ignota o ambiente...,Gostei do local... isso em dia faz todo o sentido.,Só engloba o usuário final... e o mundo em que ele vive?,Feminino,Entre 25 e 31 anos,Curitiba,Sul ,Estudante,Estudante,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos""",7.0
199,199,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","Apesar de serem relevantes e considerados, enfatizar características afetivas e qualidade faz com que fique muito subjetivo, é importante indicar como medir e o que deve ser feito para que isso aconteça, como a descrição de Nielsen.","Neste caso, Nielsen remete a produtos de uma determinado empresa, por isso, esse vínculo de interação entre usuário e empresa, mas poderia ser mais específico entre usuário e produto/sistema/aplicativo/etc.","Como trabalhamos mais com a parte de design do que a psicologia, é difícil medir/avaliar o estado interno, o que podemos fazer é se preocupar com a parte externa do design (interfaces, etc.,) e isso vai influenciar o estado interno do usuário, ou seja, os dois aspectos são importantes e precisamos coletar, considerar, etc., mas a ênfase será no design da interação.",,,,Masculino,Entre 32 e 39 anos.,Santa Maria,Sul ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, como freelancer ou voluntário., Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",7.0
200,200,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Não entendi a frase.,Indiferente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Indiferente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]","Costumo utilizar a definição de UX como satisfação do usuário, um dos fatores de usabilidade de Nielsen.","Gosto da definição, mas o final é muito vago, precisa ser melhor explicado ( verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características ).
","O contexto da interação é importante sempre, em todas as definições, não vi tanto sentido em destacá-lo ao falar de UX.",Gosto de como nessa definição o foco está nos sentimentos evocados pela interação.,"Muita concisa, pouco explicativa.","Não entendi bem o foco na interação com um design específico, parece óbvio, como está demonstrado nos exemplos que seguem.",Feminino,Entre 32 e 39 anos.,Belém,Norte,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para deixar os usuários satisfeitos""",6.0
201,201,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Não entendi a frase.,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Indiferente,Discordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,"D4: Experiência do Usuário é o valor derivado da interação (ou da expectativa da interação) com um produto ou serviço e os aspectos envolvidos no contexto de uso (por exemplo: tempo, local e disposição do usuário). [Sward D. & G., 2007]",Acho essa pergunta inadequada. Está nos obrigando a escolher uma resposta quando na verdade deveria nos permitir escolher mais de uma,Não farei comentários pois não concordo com esse tipo de perguntas em um questionário,Não farei comentários pois não concordo com esse tipo de perguntas em um questionário,Não farei comentários pois não concordo com esse tipo de perguntas em um questionário,Não farei comentários pois não concordo com esse tipo de perguntas em um questionário,Não farei comentários pois não concordo com esse tipo de perguntas em um questionário,Feminino,40 anos ou mais.,Rio de Janeiro,Sudeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, como professor/pesquisador","""... por motivos acadêmicos""",7.0
202,202,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Porque ela inclui um espectro temporal mais amplo (expectativa e uso em si) assim como a forma como se visualiza a interação (variáveis do usuário, do produto e do contexto).",,,,,,Feminino,40 anos ou mais.,Curitiba,Sul ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Design,Design,"Sim, como contratado.","""... por motivos acadêmicos""",6.0
203,203,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Não entendi a frase.,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Indiferente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]",Eu adoto a definição da ISO,,"Prefiro definições que não dependam de ""etc.""; etc é muito amplo para ""definir algo"". Recomendo a definição da  ISO 9241-220:2019","Creio que não apenas a interação entre usuário e o produto, mas toda experiência que remeta o usuário ao produto em questão. Isso inclui uso antecipado, como propaganda e opiniões de terceiros. Recomendo a definição da  ISO 9241-220:2019","Creio que toda experiência que remeta o usuário ao produto em questão influencie na UX. Isso inclui uso antecipado, como propaganda e opiniões de terceiros. Recomendo a definição da  ISO 9241-220:2019",Recomendo a definição da  ISO 9241-220:2019,Masculino,Entre 25 e 31 anos,São Carlos,Sudeste,Estudante de Doutorado,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",7.0
204,204,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,"D5: Experiência do Usuário é a qualidade da experiência que uma pessoa tem quando interage com um design específico. Isso pode mudar de um artefato específico como um copo de brinquedo ou um website até experiências integradas maiores, como um museu ou um aeroporto. [UXNet.org]","Acho que é uma definição mais ampla, que engloba diferentes tipos de design.",,,,,,Feminino,40 anos ou mais.,Diamantina,Sudeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",7.0
206,206,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Indiferente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Porque, a meu ver, foi a definição que mais se preocupou em estabelecer requisitos (exigências) de UX não somente com foco no usuário, mas no que o produto deveria contemplar; ou seja, houve uma associação das características dos usuários (que se deseja alcançar) e dos produtos do design (que afetam diretamente no que os usuários desejam alcançar) para de obter uma UX de qualidade.",Achei limitante as visões da definição e confusas,A meu ver a melhor definição pelo que justifiquei na questão anterior,,,,Feminino,Entre 25 e 31 anos,Diamantina/MG,Sudeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,Não.,"Por estar associado, em partes, a minha pesquisa de mestrado.",7.0
207,207,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Indiferente,Concordo parcialmente,Discordo totalmente,Concordo parcialmente,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]","A experiência do usuário é algo que surge a partir de uma experiência vivenciada, podendo ser mensurada por meio de variadas métricas. Por essa razão, acho a definição D3 a mais coerente com o conceito.",,,,,,Masculino,Entre 32 e 39 anos.,Itajubá - MG,Sudeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",6.0
208,208,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","Faltou a definição da ISO 9241-210 (2008): ""percepções e respostas das pessoas, resultantes do uso e/ou uso antecipado de um produto, sistema ou serviço"" Gosto da .. acredito que as definições se complementam. A de Nielsen e Norman é bem parecida com a visão de Sward por englobar serviços.. não vejo contradição em nenhuma..",,,,,,Feminino,Entre 32 e 39 anos.,Russas,Nordeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos""",7.0
209,209,"Confirmo que li, concordo com os termos e aceito participar.",Interessado em pelo menos um dos temas,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Não entendi a frase.,Discordo parcialmente,Concordo parcialmente,Indiferente,Discordo parcialmente,Indiferente,Concordo totalmente,Discordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]",Achei mais adequada.,,,,,,Feminino,Entre 25 e 31 anos,Curitiba,Sul ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Design,Design,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos""",6.0
210,210,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Escolhi a D2 porque ela trata do ""estado interno do usuário"", que impacta tanto de maneira positiva quanto negativamente na sua experiência. ","Fiquei me pergunto se, em todos os casos, sem exceções, ""[...]geram produtos que são uma alegria de possuir, uma alegria de usar"". Suponhamos que eu esteja em uma área de uma usina nuclear, onde eu não deveria estar. Será que se tocar uma sirene de forma estridente, estará me dando alegria? Entretanto, não é válido considerar que tal sirene tem uma boa usabilidade por atender ao objetivo para o qual foi proposta?Si",,"Sim, a experiência diz respeito às emoções despertadas no usuário, porém, elas estão diretamente ligadas à usabilidade do produto/serviço, acho válido ressaltar essa questão",,"Acho que a experiência vai além de ""interagir com um design específico"", se considerarmos uma compra online, a experiência vai desde a busca pelo produto, recebimento e então, o uso.",Feminino,Entre 25 e 31 anos,Belo Horizonte,Sudeste,UX Designer,Profissional,Mercado,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, como contratado., Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",7.0
211,211,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Poque a experiência do usuário envolve vários aspectos tais como seu estado, as características e o contexto, no qual contribuem para essa experiencia positiva ou negativa.",,,,,,Feminino,Entre 25 e 31 anos,Diamantina,Sudeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,Não.,"""... para criar produtos melhores"", ""... para aumentar a venda de produtos"", ""... para deixar os usuários satisfeitos""",7.0
